"SampleID","TAXAID","TotTranLngth_m","Juvenile","DiamMax_cm","DiamPerp_cm","Height_cm","TotMort_pct"
"Samp0240","Porites astreoides",10,FALSE,19,12,4,0
"Samp0240","Porites astreoides",10,FALSE,7,3,4,5
"Samp0240","Porites astreoides",10,FALSE,8,6,3,0
"Samp0240","Porites astreoides",10,FALSE,5,3,1,0
"Samp0240","Porites astreoides",10,FALSE,4,3,1,0
"Samp0240","Porites astreoides",10,FALSE,13,8,3,0
"Samp0240","Porites astreoides",10,FALSE,19,16,4,40
"Samp0240","Porites astreoides",10,FALSE,8,6,1,5
"Samp0240","Porites astreoides",10,FALSE,9,7,2,0
"Samp0240","Porites astreoides",10,FALSE,20,15,1,0
"Samp0240","Porites astreoides",10,FALSE,26,18,16,1
"Samp0240","Porites astreoides",10,FALSE,65,44,22,15
"Samp0240","Porites astreoides",10,FALSE,8,7,3,30
"Samp0240","Porites astreoides",10,FALSE,16,11,7,5
"Samp0240","Porites astreoides",10,FALSE,10,9,2,0
"Samp0240","Porites astreoides",10,FALSE,6,4,4,10
"Samp0240","Porites astreoides",10,FALSE,7,6,2,0
"Samp0240","Porites astreoides",10,FALSE,18,12,2,0
"Samp0240","Porites astreoides",10,FALSE,13,7,3,30
"Samp0240","Porites astreoides",10,FALSE,8,6,2,10
"Samp0240","Porites astreoides",10,FALSE,13,10,3,0
"Samp0240","Porites astreoides",10,FALSE,12,14,2,0
"Samp0240","Porites astreoides",10,FALSE,29,27,7,10
"Samp0240","Porites furcata",10,FALSE,8,9,7,0
"Samp0240","Porites porites",10,FALSE,8,7,5,10
"Samp0240","Porites porites",10,FALSE,6,5,2,95
"Samp0240","Porites porites",10,FALSE,5,5,3,5
"Samp0240","Porites porites",10,FALSE,19,11,8,5
"Samp0240","Siderastrea siderea",10,FALSE,61,46,23,40
"Samp0240","Siderastrea siderea",10,FALSE,8,8,3,0
"Samp0242","Acropora palmata",10,FALSE,84,65,59,99
"Samp0242","Agaricia agaricites",10,FALSE,6,5,2,0
"Samp0242","Agaricia agaricites",10,FALSE,12,10,4,0
"Samp0242","Agaricia agaricites",10,FALSE,5,4,3,90
"Samp0242","Porites astreoides",10,FALSE,5,5,3,0
"Samp0242","Porites astreoides",10,FALSE,8,7,3,60
"Samp0242","Porites astreoides",10,FALSE,11,7,5,60
"Samp0242","Porites astreoides",10,FALSE,17,14,2,0
"Samp0242","Porites astreoides",10,FALSE,8,11,4,0
"Samp0242","Porites astreoides",10,FALSE,20,15,5,5
"Samp0242","Porites astreoides",10,FALSE,7,4,1,0
"Samp0242","Porites astreoides",10,FALSE,16,14,4,0
"Samp0242","Porites astreoides",10,FALSE,15,7,3,0
"Samp0242","Porites astreoides",10,FALSE,15,14,2,1
"Samp0242","Porites astreoides",10,FALSE,9,5,2,0
"Samp0242","Porites astreoides",10,FALSE,8,7,1,0
"Samp0242","Porites astreoides",10,FALSE,8,6,2,0
"Samp0242","Porites astreoides",10,FALSE,12,10,3,0
"Samp0242","Porites astreoides",10,FALSE,8,3,1,0
"Samp0242","Porites astreoides",10,FALSE,4,4,1,0
"Samp0242","Porites astreoides",10,FALSE,10,7,2,0
"Samp0242","Porites astreoides",10,FALSE,12,9,2,0
"Samp0242","Porites astreoides",10,FALSE,15,14,6,5
"Samp0242","Porites astreoides",10,FALSE,10,3,1,0
"Samp0242","Porites astreoides",10,FALSE,34,18,3,6
"Samp0242","Porites astreoides",10,FALSE,18,14,4,0
"Samp0242","Porites astreoides",10,FALSE,14,13,6,0
"Samp0242","Porites astreoides",10,FALSE,10,6,2,0
"Samp0242","Porites astreoides",10,FALSE,16,12,3,0
"Samp0242","Porites astreoides",10,FALSE,19,18,2,15
"Samp0242","Porites astreoides",10,FALSE,7,4,1,0
"Samp0242","Porites astreoides",10,FALSE,10,10,2,5
"Samp0242","Porites astreoides",10,FALSE,52,37,38,40
"Samp0242","Porites astreoides",10,FALSE,6,3,1,0
"Samp0242","Porites astreoides",10,FALSE,6,5,2,0
"Samp0242","Porites astreoides",10,FALSE,5,4,1,10
"Samp0242","Porites astreoides",10,FALSE,10,7,3,0
"Samp0242","Porites astreoides",10,FALSE,19,17,4,0
"Samp0242","Porites astreoides",10,FALSE,35,22,13,10
"Samp0242","Porites astreoides",10,FALSE,9,6,1,0
"Samp0242","Porites astreoides",10,FALSE,4,3,2,0
"Samp0242","Porites astreoides",10,FALSE,9,9,3,0
"Samp0242","Porites astreoides",10,FALSE,10,9,3,0
"Samp0242","Porites astreoides",10,FALSE,4,4,1,0
"Samp0242","Porites astreoides",10,FALSE,9,5,5,0
"Samp0242","Porites astreoides",10,FALSE,44,32,27,40
"Samp0242","Porites astreoides",10,FALSE,22,16,14,10
"Samp0242","Porites astreoides",10,FALSE,8,7,3,0
"Samp0242","Porites astreoides",10,FALSE,22,17,19,25
"Samp0242","Porites astreoides",10,FALSE,12,12,3,5
"Samp0242","Porites astreoides",10,FALSE,24,16,12,5
"Samp0242","Porites astreoides",10,FALSE,6,6,2,0
"Samp0242","Porites astreoides",10,FALSE,4,4,1,0
"Samp0242","Porites astreoides",10,FALSE,22,24,4,0
"Samp0242","Porites astreoides",10,FALSE,29,27,20,15
"Samp0242","Porites astreoides",10,FALSE,33,22,19,5
"Samp0242","Porites astreoides",10,FALSE,25,24,20,95
"Samp0242","Porites astreoides",10,FALSE,16,15,5,10
"Samp0242","Porites astreoides",10,FALSE,8,4,2,10
"Samp0242","Porites astreoides",10,FALSE,45,44,16,0
"Samp0242","Porites astreoides",10,FALSE,36,23,7,0
"Samp0242","Porites astreoides",10,FALSE,30,26,18,25
"Samp0242","Porites astreoides",10,FALSE,28,19,7,0
"Samp0242","Porites astreoides",10,FALSE,26,13,4,0
"Samp0242","Porites astreoides",10,FALSE,10,7,1,5
"Samp0242","Porites astreoides",10,FALSE,34,23,12,70
"Samp0242","Porites astreoides",10,FALSE,27,21,7,0
"Samp0242","Porites astreoides",10,FALSE,24,13,6,0
"Samp0242","Porites astreoides",10,FALSE,7,4,3,95
"Samp0242","Porites astreoides",10,FALSE,24,20,6,0
"Samp0242","Porites astreoides",10,FALSE,15,10,3,0
"Samp0242","Porites astreoides",10,FALSE,7,4,2,0
"Samp0242","Porites astreoides",10,FALSE,6,5,1,0
"Samp0242","Porites astreoides",10,FALSE,10,9,3,0
"Samp0242","Porites astreoides",10,FALSE,26,15,7,0
"Samp0242","Porites astreoides",10,FALSE,6,3,1,0
"Samp0242","Porites astreoides",10,FALSE,11,12,3,0
"Samp0242","Porites astreoides",10,FALSE,45,42,7,0
"Samp0242","Porites astreoides",10,FALSE,8,5,1,0
"Samp0242","Porites astreoides",10,FALSE,22,19,13,10
"Samp0242","Porites astreoides",10,FALSE,13,11,2,5
"Samp0242","Porites astreoides",10,FALSE,27,26,11,10
"Samp0242","Porites astreoides",10,FALSE,16,11,2,0
"Samp0242","Porites astreoides",10,FALSE,12,8,3,0
"Samp0242","Porites astreoides",10,FALSE,24,17,6,0
"Samp0242","Porites astreoides",10,FALSE,21,14,7,40
"Samp0242","Porites astreoides",10,FALSE,9,7,3,0
"Samp0242","Porites astreoides",10,FALSE,23,21,9,0
"Samp0242","Porites astreoides",10,FALSE,17,8,2,0
"Samp0242","Porites astreoides",10,FALSE,6,5,1,0
"Samp0242","Porites astreoides",10,FALSE,31,22,9,0
"Samp0242","Porites astreoides",10,FALSE,5,3,1,0
"Samp0242","Porites astreoides",10,FALSE,5,4,2,5
"Samp0242","Porites astreoides",10,FALSE,9,8,1,0
"Samp0242","Porites astreoides",10,FALSE,17,12,4,0
"Samp0242","Porites astreoides",10,FALSE,11,10,4,5
"Samp0242","Porites astreoides",10,FALSE,10,5,2,0
"Samp0242","Porites astreoides",10,FALSE,15,11,6,10
"Samp0242","Porites astreoides",10,FALSE,9,6,2,10
"Samp0242","Porites porites",10,FALSE,4,4,3,95
"Samp0242","Porites porites",10,FALSE,18,15,8,1
"Samp0242","Porites porites",10,FALSE,14,12,11,5
"Samp0242","Porites porites",10,FALSE,6,4,3,0
"Samp0244","Agaricia sp.",10,FALSE,8,7,1,0
"Samp0244","Agaricia sp.",10,FALSE,8,6,5,0
"Samp0244","Agaricia sp.",10,FALSE,5,3,2,0
"Samp0244","Agaricia sp.",10,FALSE,4,4,3,0
"Samp0244","Agaricia sp.",10,FALSE,4,3,2,0
"Samp0244","Agaricia sp.",10,FALSE,6,5,2,0
"Samp0244","Agaricia sp.",10,FALSE,14,12,11,5
"Samp0244","Agaricia sp.",10,FALSE,9,10,4,0
"Samp0244","Agaricia sp.",10,FALSE,8,4,2,0
"Samp0244","Agaricia sp.",10,FALSE,6,5,2,0
"Samp0244","Agaricia sp.",10,FALSE,5,3,1,0
"Samp0244","Agaricia sp.",10,FALSE,21,13,11,0
"Samp0244","Agaricia sp.",10,FALSE,9,7,1,10
"Samp0244","Agaricia sp.",10,FALSE,16,14,3,30
"Samp0244","Agaricia sp.",10,FALSE,6,5,1,0
"Samp0244","Montastraea cavernosa",10,FALSE,4,4,2,40
"Samp0244","Mycetophyllia aliciae",10,FALSE,15,14,3,0
"Samp0244","Porites astreoides",10,FALSE,21,20,11,10
"Samp0244","Porites astreoides",10,FALSE,5,4,1,0
"Samp0244","Porites astreoides",10,FALSE,7,4,2,0
"Samp0244","Porites astreoides",10,FALSE,9,8,4,90
"Samp0244","Porites astreoides",10,FALSE,16,9,9,40
"Samp0244","Porites astreoides",10,FALSE,8,6,2,0
"Samp0244","Porites astreoides",10,FALSE,10,9,4,10
"Samp0244","Porites astreoides",10,FALSE,7,6,1,0
"Samp0244","Porites astreoides",10,FALSE,8,4,1,0
"Samp0244","Porites astreoides",10,FALSE,7,5,2,0
"Samp0244","Porites astreoides",10,FALSE,6,4,2,5
"Samp0244","Porites astreoides",10,FALSE,24,20,9,0
"Samp0244","Porites astreoides",10,FALSE,21,17,14,10
"Samp0244","Porites astreoides",10,FALSE,5,3,2,0
"Samp0244","Porites porites",10,FALSE,6,4,5,5
"Samp0244","Porites porites",10,FALSE,8,6,5,5
"Samp0244","Porites porites",10,FALSE,10,10,6,5
"Samp0244","Porites porites",10,FALSE,26,14,16,0
"Samp0244","Porites porites",10,FALSE,10,10,5,60
"Samp0244","Porites porites",10,FALSE,7,5,5,0
"Samp0244","Porites porites",10,FALSE,10,8,9,10
"Samp0244","Porites porites",10,FALSE,31,24,11,40
"Samp0244","Siderastrea siderea",10,FALSE,37,30,23,25
"Samp0244","Siderastrea siderea",10,FALSE,9,8,5,0
"Samp0244","Siderastrea siderea",10,FALSE,6,6,3,0
"Samp0244","Siderastrea siderea",10,FALSE,6,5,2,0
"Samp0244","Siderastrea siderea",10,FALSE,9,8,5,0
"Samp0244","Siderastrea siderea",10,FALSE,33,27,25,10
"Samp0244","Siderastrea siderea",10,FALSE,7,5,2,10
"Samp0246","Madracis decactis",10,FALSE,5,5,1,0
"Samp0246","Porites astreoides",10,FALSE,24,16,7,0
"Samp0246","Porites astreoides",10,FALSE,6,5,3,10
"Samp0246","Porites astreoides",10,FALSE,13,11,10,40
"Samp0246","Porites astreoides",10,FALSE,5,4,3,5
"Samp0246","Porites astreoides",10,FALSE,10,8,3,0
"Samp0246","Porites astreoides",10,FALSE,9,6,5,0
"Samp0246","Porites astreoides",10,FALSE,10,10,9,0
"Samp0246","Porites astreoides",10,FALSE,25,22,22,30
"Samp0246","Porites astreoides",10,FALSE,11,9,5,0
"Samp0246","Porites astreoides",10,FALSE,8,6,1,0
"Samp0246","Porites astreoides",10,FALSE,9,5,2,0
"Samp0246","Porites astreoides",10,FALSE,28,16,14,10
"Samp0246","Porites astreoides",10,FALSE,4,2,2,0
"Samp0246","Porites astreoides",10,FALSE,6,4,2,0
"Samp0246","Porites astreoides",10,FALSE,4,4,2,10
"Samp0246","Porites astreoides",10,FALSE,27,24,22,5
"Samp0246","Siderastrea siderea",10,FALSE,43,42,38,40
"Samp0254","Agaricia agaricites",10,FALSE,25,13,14,75
"Samp0254","Agaricia agaricites",10,FALSE,7,5,2,75
"Samp0254","Agaricia agaricites",10,FALSE,15,10,7,5
"Samp0254","Agaricia agaricites",10,FALSE,4,3,2,5
"Samp0254","Agaricia agaricites",10,FALSE,5,5,2,90
"Samp0254","Agaricia agaricites",10,FALSE,9,3,3,25
"Samp0254","Agaricia agaricites",10,FALSE,4,3,1,10
"Samp0254","Agaricia agaricites",10,FALSE,14,5,4,75
"Samp0254","Agaricia agaricites",10,FALSE,26,14,16,60
"Samp0254","Agaricia agaricites",10,FALSE,25,23,10,90
"Samp0254","Agaricia agaricites",10,FALSE,8,5,1,10
"Samp0254","Agaricia agaricites",10,FALSE,16,11,9,10
"Samp0254","Agaricia agaricites",10,FALSE,5,5,1,0
"Samp0254","Agaricia agaricites",10,FALSE,4,3,1,0
"Samp0254","Agaricia agaricites",10,FALSE,26,20,11,10
"Samp0254","Agaricia agaricites",10,FALSE,20,16,8,10
"Samp0254","Agaricia agaricites",10,FALSE,8,5,4,10
"Samp0254","Agaricia agaricites",10,FALSE,14,12,7,40
"Samp0254","Agaricia agaricites",10,FALSE,15,12,4,5
"Samp0254","Agaricia agaricites",10,FALSE,9,4,6,25
"Samp0254","Agaricia agaricites",10,FALSE,21,11,13,25
"Samp0254","Agaricia agaricites",10,FALSE,5,3,5,20
"Samp0254","Agaricia agaricites",10,FALSE,8,7,4,10
"Samp0254","Agaricia agaricites",10,FALSE,10,7,1,0
"Samp0254","Agaricia agaricites",10,FALSE,7,5,2,0
"Samp0254","Agaricia sp.",10,FALSE,4,3,1,25
"Samp0254","Agaricia sp.",10,FALSE,9,8,3,0
"Samp0254","Agaricia sp.",10,FALSE,10,7,2,0
"Samp0254","Agaricia sp.",10,FALSE,4,4,1,0
"Samp0254","Madracis decactis",10,FALSE,9,3,1,70
"Samp0254","Orbicella faveolata",10,FALSE,52,34,59,1
"Samp0254","Porites astreoides",10,FALSE,10,8,3,0
"Samp0254","Porites astreoides",10,FALSE,6,5,1,0
"Samp0254","Porites astreoides",10,FALSE,8,6,6,0
"Samp0254","Porites astreoides",10,FALSE,6,5,2,0
"Samp0254","Porites astreoides",10,FALSE,6,5,3,0
"Samp0254","Porites astreoides",10,FALSE,23,11,6,10
"Samp0254","Porites astreoides",10,FALSE,19,10,12,5
"Samp0254","Porites astreoides",10,FALSE,5,4,1,0
"Samp0254","Porites astreoides",10,FALSE,29,16,10,25
"Samp0254","Porites astreoides",10,FALSE,20,18,16,5
"Samp0254","Porites astreoides",10,FALSE,16,13,14,1
"Samp0254","Porites astreoides",10,FALSE,12,11,11,10
"Samp0254","Porites astreoides",10,FALSE,19,11,9,10
"Samp0254","Porites astreoides",10,FALSE,18,15,13,0
"Samp0254","Porites astreoides",10,FALSE,15,6,4,0
"Samp0254","Porites astreoides",10,FALSE,6,4,2,0
"Samp0254","Porites astreoides",10,FALSE,5,3,5,0
"Samp0254","Porites astreoides",10,FALSE,11,10,4,60
"Samp0254","Porites astreoides",10,FALSE,4,3,1,0
"Samp0254","Porites astreoides",10,FALSE,10,10,3,5
"Samp0254","Porites astreoides",10,FALSE,5,3,1,5
"Samp0254","Porites astreoides",10,FALSE,6,6,3,0
"Samp0254","Porites astreoides",10,FALSE,8,6,4,40
"Samp0254","Siderastrea siderea",10,FALSE,14,12,10,90
"Samp0254","Siderastrea siderea",10,FALSE,4,5,1,5
"Samp0254","Siderastrea siderea",10,FALSE,21,15,11,60
"Samp0254","Siderastrea siderea",10,FALSE,11,10,7,25
"Samp0257","Porites divaricata",10,FALSE,6,5,2,0
"Samp0257","Porites divaricata",10,FALSE,4,3,2,40
"Samp0257","Porites porites",10,FALSE,12,9,4,70
"Samp0257","Porites porites",10,FALSE,4,2,1,5
"Samp0257","Porites porites",10,FALSE,12,5,5,20
"Samp0257","Siderastrea siderea",10,FALSE,10,6,3,50
"Samp0259","Agaricia agaricites",10,FALSE,21,14,22,5
"Samp0259","Agaricia agaricites",10,FALSE,6,4,2,0
"Samp0259","Montastraea cavernosa",10,FALSE,51,47,17,6
"Samp0259","Porites astreoides",10,FALSE,4,2,1,10
"Samp0259","Porites astreoides",10,FALSE,4,3,1,5
"Samp0259","Porites astreoides",10,FALSE,9,9,6,40
"Samp0259","Porites astreoides",10,FALSE,4,4,3,0
"Samp0259","Porites astreoides",10,FALSE,6,5,2,25
"Samp0259","Porites porites",10,FALSE,8,6,2,60
"Samp0259","Porites porites",10,FALSE,15,5,4,95
"Samp0259","Siderastrea siderea",10,FALSE,8,6,3,0
"Samp0259","Siderastrea siderea",10,FALSE,7,6,2,0
"Samp0259","Stephanocoenia intersepta",10,FALSE,8,8,1,10
"Samp0259","Stephanocoenia intersepta",10,FALSE,9,7,4,5
"Samp0259","Stephanocoenia intersepta",10,FALSE,9,7,5,0
"Samp0259","Stephanocoenia intersepta",10,FALSE,21,19,6,20
"Samp0261","Agaricia sp.",10,FALSE,34,33,14,95
"Samp0261","Agaricia sp.",10,FALSE,8,7,2,2
"Samp0261","Dichocoenia stokesii",10,FALSE,4,3,2,1
"Samp0261","Porites divaricata",10,FALSE,16,16,9,40
"Samp0261","Porites divaricata",10,FALSE,9,7,5,95
"Samp0261","Porites porites",10,FALSE,4,2,1,0
"Samp0261","Siderastrea siderea",10,FALSE,4,4,2,1
"Samp0261","Siderastrea siderea",10,FALSE,11,10,6,60
"Samp0261","Siderastrea siderea",10,FALSE,8,7,3,90
"Samp0261","Siderastrea siderea",10,FALSE,5,5,2,70
"Samp0261","Siderastrea siderea",10,FALSE,13,11,4,1
"Samp0261","Siderastrea siderea",10,FALSE,5,5,2,0
"Samp0261","Siderastrea siderea",10,FALSE,9,7,4,12
"Samp0261","Siderastrea siderea",10,FALSE,7,6,4,5
"Samp0261","Stephanocoenia intersepta",10,FALSE,10,7,3,1
"Samp0263","Agaricia agaricites",10,FALSE,25,10,3,55
"Samp0263","Dichocoenia stokesii",10,FALSE,26,23,15,0
"Samp0263","Montastraea cavernosa",10,FALSE,40,30,10,10
"Samp0263","Montastraea cavernosa",10,FALSE,8,5,2,30
"Samp0263","Montastraea cavernosa",10,FALSE,11,9,4,50
"Samp0263","Pseudodiploria clivosa",10,FALSE,200,170,110,84
"Samp0263","Orbicella annularis",10,FALSE,50,40,40,85
"Samp0263","Orbicella faveolata",10,FALSE,80,80,50,86
"Samp0263","Orbicella faveolata",10,FALSE,40,35,20,95
"Samp0263","Orbicella faveolata",10,FALSE,70,45,40,0
"Samp0263","Porites astreoides",10,FALSE,12,9,4,40
"Samp0263","Siderastrea radians",10,FALSE,7,7,1,0
"Samp0263","Siderastrea siderea",10,FALSE,7,6,1,0
"Samp0263","Siderastrea siderea",10,FALSE,40,20,3,51
"Samp0263","Siderastrea siderea",10,FALSE,25,20,15,98
"Samp0263","Siderastrea siderea",10,FALSE,60,45,30,30
"Samp0263","Siderastrea siderea",10,FALSE,25,20,15,70
"Samp0263","Siderastrea siderea",10,FALSE,50,35,15,99
"Samp0263","Siderastrea siderea",10,FALSE,25,20,5,10
"Samp0263","Siderastrea siderea",10,FALSE,7,4,1,75
"Samp0263","Siderastrea siderea",10,FALSE,25,20,10,10
"Samp0263","Siderastrea siderea",10,FALSE,22,21,3,0
"Samp0263","Siderastrea siderea",10,FALSE,20,16,2,0
"Samp0263","Siderastrea siderea",10,FALSE,25,10,2,6
"Samp0263","Siderastrea siderea",10,FALSE,17,14,4,0
"Samp0263","Siderastrea siderea",10,FALSE,45,40,15,6
"Samp0263","Siderastrea siderea",10,FALSE,35,25,10,0
"Samp0263","Siderastrea siderea",10,FALSE,25,25,10,6
"Samp0263","Siderastrea siderea",10,FALSE,25,25,15,31
"Samp0263","Siderastrea siderea",10,FALSE,28,12,5,20
"Samp0263","Stephanocoenia intersepta",10,FALSE,14,13,6,10
"Samp0263","Stephanocoenia intersepta",10,FALSE,22,20,7,61
"Samp0265","Dichocoenia stokesii",10,FALSE,17,17,6,10
"Samp0265","Dichocoenia stokesii",10,FALSE,7,7,2,20
"Samp0265","Montastraea cavernosa",10,FALSE,13,12,5,95
"Samp0265","Montastraea cavernosa",10,FALSE,42,35,10,50
"Samp0265","Oculina diffusa",10,FALSE,16,11,5,2
"Samp0265","Oculina diffusa",10,FALSE,11,11,5,15
"Samp0265","Siderastrea siderea",10,FALSE,6,5,1,0
"Samp0265","Siderastrea siderea",10,FALSE,35,30,20,70
"Samp0265","Siderastrea siderea",10,FALSE,6,6,1,22
"Samp0265","Siderastrea siderea",10,FALSE,9,9,2,0
"Samp0265","Siderastrea siderea",10,FALSE,5,5,1,0
"Samp0265","Siderastrea siderea",10,FALSE,9,9,3,0
"Samp0265","Siderastrea siderea",10,FALSE,9,7,2,10
"Samp0265","Siderastrea siderea",10,FALSE,10,6,1,0
"Samp0265","Siderastrea siderea",10,FALSE,9,6,3,1
"Samp0265","Siderastrea siderea",10,FALSE,6,5,1,0
"Samp0265","Siderastrea siderea",10,FALSE,12,11,3,20
"Samp0265","Siderastrea siderea",10,FALSE,13,12,3,90
"Samp0265","Siderastrea siderea",10,FALSE,18,15,5,6
"Samp0265","Siderastrea siderea",10,FALSE,7,6,1,0
"Samp0265","Siderastrea siderea",10,FALSE,5,4,1,50
"Samp0265","Siderastrea siderea",10,FALSE,7,5,1,0
"Samp0265","Siderastrea siderea",10,FALSE,30,30,10,0
"Samp0265","Siderastrea siderea",10,FALSE,9,7,4,0
"Samp0265","Siderastrea siderea",10,FALSE,50,30,20,47
"Samp0265","Siderastrea siderea",10,FALSE,7,5,2,21
"Samp0265","Stephanocoenia intersepta",10,FALSE,6,5,2,2
"Samp0265","Stephanocoenia intersepta",10,FALSE,12,12,5,90
"Samp0265","Stephanocoenia intersepta",10,FALSE,15,12,3,31
"Samp0265","Stephanocoenia intersepta",10,FALSE,30,17,7,11
"Samp0265","Stephanocoenia intersepta",10,FALSE,7,7,1,10
"Samp0265","Stephanocoenia intersepta",10,FALSE,11,7,4,0
"Samp0265","Stephanocoenia intersepta",10,FALSE,20,12,8,6
"Samp0265","Stephanocoenia intersepta",10,FALSE,28,24,9,6
"Samp0265","Stephanocoenia intersepta",10,FALSE,13,13,2,0
"Samp0265","Stephanocoenia intersepta",10,FALSE,11,10,3,10
"Samp0265","Stephanocoenia intersepta",10,FALSE,9,8,3,0
"Samp0267","Colpophyllia natans",10,FALSE,50,30,10,2
"Samp0267","Colpophyllia natans",10,FALSE,50,35,15,26
"Samp0267","Dichocoenia stokesii",10,FALSE,10,8,3,0
"Samp0267","Dichocoenia stokesii",10,FALSE,6,6,2,10
"Samp0267","Dichocoenia stokesii",10,FALSE,8,8,7,0
"Samp0267","Dichocoenia stokesii",10,FALSE,16,14,9,15
"Samp0267","Montastraea cavernosa",10,FALSE,16,12,3,0
"Samp0267","Montastraea cavernosa",10,FALSE,35,25,15,0
"Samp0267","Montastraea cavernosa",10,FALSE,120,70,50,4
"Samp0267","Montastraea cavernosa",10,FALSE,20,14,12,0
"Samp0267","Montastraea cavernosa",10,FALSE,25,20,5,0
"Samp0267","Montastraea cavernosa",10,FALSE,45,35,25,16
"Samp0267","Montastraea cavernosa",10,FALSE,55,50,25,52
"Samp0267","Montastraea cavernosa",10,FALSE,10,4,1,15
"Samp0267","Mycetophyllia aliciae",10,FALSE,12,6,2,30
"Samp0267","Orbicella faveolata",10,FALSE,32,30,48,17
"Samp0267","Porites astreoides",10,FALSE,12,12,5,95
"Samp0267","Porites astreoides",10,FALSE,10,8,4,10
"Samp0267","Porites astreoides",10,FALSE,16,12,2,16
"Samp0267","Porites astreoides",10,FALSE,12,10,2,5
"Samp0267","Porites astreoides",10,FALSE,13,8,3,50
"Samp0267","Porites astreoides",10,FALSE,227,198,3,23
"Samp0267","Porites astreoides",10,FALSE,12,9,3,80
"Samp0267","Porites astreoides",10,FALSE,13,12,2,10
"Samp0267","Porites astreoides",10,FALSE,20,14,3,3
"Samp0267","Porites astreoides",10,FALSE,6,5,2,0
"Samp0267","Porites astreoides",10,FALSE,13,13,2,0
"Samp0267","Porites astreoides",10,FALSE,8,6,2,10
"Samp0267","Porites astreoides",10,FALSE,15,14,6,20
"Samp0267","Porites astreoides",10,FALSE,9,9,3,5
"Samp0267","Porites astreoides",10,FALSE,7,6,1,0
"Samp0267","Porites astreoides",10,FALSE,9,8,2,0
"Samp0267","Porites astreoides",10,FALSE,12,7,2,10
"Samp0267","Porites astreoides",10,FALSE,20,12,5,5
"Samp0267","Porites astreoides",10,FALSE,15,14,5,10
"Samp0267","Porites astreoides",10,FALSE,11,10,4,10
"Samp0267","Porites astreoides",10,FALSE,5,4,2,0
"Samp0267","Porites astreoides",10,FALSE,10,9,3,31
"Samp0267","Porites astreoides",10,FALSE,9,9,3,10
"Samp0267","Porites astreoides",10,FALSE,4,4,1,0
"Samp0267","Porites astreoides",10,FALSE,32,22,3,12
"Samp0267","Porites astreoides",10,FALSE,12,10,3,0
"Samp0267","Porites astreoides",10,FALSE,14,13,2,17
"Samp0267","Porites astreoides",10,FALSE,17,16,4,61
"Samp0267","Porites astreoides",10,FALSE,9,9,2,0
"Samp0267","Porites astreoides",10,FALSE,17,17,8,11
"Samp0267","Porites astreoides",10,FALSE,17,15,4,76
"Samp0267","Porites astreoides",10,FALSE,11,7,2,6
"Samp0267","Porites astreoides",10,FALSE,8,6,2,2
"Samp0267","Porites astreoides",10,FALSE,12,7,5,40
"Samp0267","Porites astreoides",10,FALSE,4,3,2,12
"Samp0267","Porites astreoides",10,FALSE,7,5,2,10
"Samp0267","Porites astreoides",10,FALSE,22,14,5,0
"Samp0267","Porites astreoides",10,FALSE,15,14,3,0
"Samp0267","Porites astreoides",10,FALSE,12,11,8,0
"Samp0267","Porites astreoides",10,FALSE,17,16,3,10
"Samp0267","Porites astreoides",10,FALSE,11,10,3,5
"Samp0267","Porites astreoides",10,FALSE,18,9,3,65
"Samp0267","Porites astreoides",10,FALSE,10,9,3,0
"Samp0267","Porites divaricata",10,FALSE,12,8,7,30
"Samp0267","Porites porites",10,FALSE,12,12,4,50
"Samp0267","Porites porites",10,FALSE,11,7,4,1
"Samp0267","Porites porites",10,FALSE,14,10,8,30
"Samp0267","Porites porites",10,FALSE,9,9,4,5
"Samp0267","Porites porites",10,FALSE,13,9,6,51
"Samp0267","Porites porites",10,FALSE,17,17,10,1
"Samp0267","Porites porites",10,FALSE,8,7,4,22
"Samp0267","Porites porites",10,FALSE,3,3,4,0
"Samp0267","Porites porites",10,FALSE,30,20,15,12
"Samp0267","Porites porites",10,FALSE,14,12,10,50
"Samp0267","Siderastrea radians",10,FALSE,7,6,1,0
"Samp0267","Siderastrea radians",10,FALSE,10,7,1,0
"Samp0267","Siderastrea siderea",10,FALSE,7,5,2,11
"Samp0267","Siderastrea siderea",10,FALSE,10,9,2,5
"Samp0267","Siderastrea siderea",10,FALSE,10,5,1,0
"Samp0267","Siderastrea siderea",10,FALSE,14,12,2,0
"Samp0267","Siderastrea siderea",10,FALSE,21,18,4,12
"Samp0267","Siderastrea siderea",10,FALSE,12,12,2,5
"Samp0267","Siderastrea siderea",10,FALSE,30,28,7,7
"Samp0267","Siderastrea siderea",10,FALSE,14,9,3,0
"Samp0267","Siderastrea siderea",10,FALSE,33,22,3,0
"Samp0267","Siderastrea siderea",10,FALSE,16,16,3,0
"Samp0267","Siderastrea siderea",10,FALSE,12,12,5,11
"Samp0267","Siderastrea siderea",10,FALSE,13,5,2,22
"Samp0267","Siderastrea siderea",10,FALSE,35,25,5,7
"Samp0267","Siderastrea siderea",10,FALSE,40,40,10,3
"Samp0267","Siderastrea siderea",10,FALSE,10,8,2,97
"Samp0267","Siderastrea siderea",10,FALSE,13,13,5,6
"Samp0267","Siderastrea siderea",10,FALSE,4,3,1,0
"Samp0267","Siderastrea siderea",10,FALSE,40,20,15,13
